variable_name,standardized_title,standardized_label,wave,file,codebook_file,block,question_label,question_text,item_text,question_type,dtype_observed,rows,nonempty_n,valid_n,missing_pct,unique_valid_values,example_values_raw,example_values_decoded,top_value_counts,value_labels,codebook_comment,display_skip_logic,construct,likely_geographic_granularity,origin_or_destination,privacy_anonymization
w6_N_dist_from_prev_river_bank,Distance from Previous Riverbank,dist_from_prev_river_bank,w6_N,bemp_w6_N.csv,bemp_w6_N_codebook.csv,Geographical Variables,Distance from Previous Riverbank,,,Geographical,continuous numeric,2273,2273,1801,20.77,1769,"[""31.5074248650247"", ""46.8839022640977"", ""51.0244904027113"", ""128.858027469119"", ""108.490946338695"", ""106.131820356304"", ""56.4293933350623"", ""200.239669600575""]","[""31.5074248650247"", ""46.8839022640977"", ""51.0244904027113"", ""128.858027469119"", ""108.490946338695"", ""106.131820356304"", ""56.4293933350623"", ""200.239669600575""]","{""31.5074248650247"": 3, ""46.8839022640977"": 3, ""51.0244904027113"": 2, ""128.858027469119"": 2, ""108.490946338695"": 2, ""106.131820356304"": 2, ""56.4293933350623"": 2, ""200.239669600575"": 2, ""44.4360658788249"": 2, ""29.930636493698"": 2}","{""-55"": ""Missing by panel wave drop-out"", ""-66"": ""Missing due to migrant status (actual survey contained in M-survey)""}","Distance between the respondent's house location in this survey and the riverbank of the Jamuna River one year ago (in meters). This was calculated in ArcGIS using the easternmost riverbank line of the Jamuna River before the preceding monsoon season, which was drawn manually in the Google Earth Engine using optical Sentinel-2 imagery.",| |,hazard proximity,meters or reported distance category,origin/current residence context,derived/reported distance; no house coordinates
w6_N_q18a,House Shift Distance,house_shift_dist,w6_N,bemp_w6_N.csv,bemp_w6_N_codebook.csv,Household Composition and Migration,House Shift Distance,How far have you shifted your house? [one of the distance measures is enough],,Single Choice,integer-coded,2273,2273,137,93.97,8,"[""1"", ""3"", ""2"", ""8"", ""6"", ""5"", ""7"", ""4""]","[""[minutes walking time]:"", ""[kilometers]:"", ""[meters]:"", ""[gauges/yards]:"", ""[feet]:"", ""[hands]:"", ""[roshi/rope]:"", ""[miles]:""]","{""1"": 71, ""3"": 34, ""2"": 19, ""8"": 3, ""6"": 3, ""5"": 3, ""7"": 2, ""4"": 2}","{""1"": ""[minutes walking time]:"", ""2"": ""[meters]:"", ""3"": ""[kilometers]:"", ""4"": ""[miles]:"", ""5"": ""[hands]:"", ""6"": ""[feet]:"", ""7"": ""[roshi/rope]:"", ""8"": ""[gauges/yards]:"", ""9"": ""Other [enter value and unit]:"", ""-8"": ""DK"", ""-9"": ""RA"", ""-55"": ""Missing by panel wave drop-out"", ""-66"": ""Missing due to migrant status (actual survey contained in M-survey)""}",,| If w6_N_q17_txt [House Shift Frequency] = 1 |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w6_N_q18a_txt,House Shift Distance,house_shift_dist_txt,w6_N,bemp_w6_N.csv,bemp_w6_N_codebook.csv,Household Composition and Migration,House Shift Distance,How far have you shifted your house? [one of the distance measures is enough],,Open Text Box,continuous numeric,2273,2273,137,93.97,29,"[""1"", ""2"", ""10"", ""5"", ""500"", ""1.5"", ""200"", ""15""]","[""1"", ""2"", ""10"", ""5"", ""500"", ""1.5"", ""200"", ""15""]","{""1"": 25, ""2"": 18, ""10"": 15, ""5"": 14, ""500"": 7, ""1.5"": 6, ""200"": 6, ""15"": 5, ""0.5"": 5, ""20"": 5}","{""-55"": ""Missing by panel wave drop-out"", ""-66"": ""Missing due to migrant status (actual survey contained in M-survey)""}",,| If w6_N_q17_txt [House Shift Frequency] = 1 |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w6_N_q58_L1,Migration Respondent House Shift Distance (Loop 1),migr_resp_house_shift_dist_loop1,w6_N,bemp_w6_N.csv,bemp_w6_N_codebook.csv,Migrant History - Respondent - Loop 1,Migration Respondent House Shift Distance (Loop 1),How far have you shifted your house? [one of the distance measures is enough],,Single Choice,undetermined (no valid values),2273,2273,0,100.0,0,[],[],{},"{""1"": ""[minutes walking time]:"", ""2"": ""[meters]:"", ""3"": ""[kilometers]:"", ""4"": ""[miles]:"", ""5"": ""[hands]:"", ""6"": ""[feet]:"", ""7"": ""[roshi/rope]:"", ""8"": ""[gauges/yards]:"", ""9"": ""Other [enter value and unit]:"", ""-8"": ""DK"", ""-9"": ""RA"", ""-55"": ""Missing by panel wave drop-out"", ""-66"": ""Missing due to migrant status (actual survey contained in M-survey)""}",,"If w6_N_q30_txt [Migration Respondent Frequency] > 0 | If w6_N_q57_L1 [Migration Respondent House Shift (Loop 1)] = ""Yes"" |",reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w6_N_q58_txt_L1,Migration Respondent House Shift Distance (Loop 1),migr_resp_house_shift_dist_txt_loop1,w6_N,bemp_w6_N.csv,bemp_w6_N_codebook.csv,Migrant History - Respondent - Loop 1,Migration Respondent House Shift Distance (Loop 1),How far have you shifted your house? [one of the distance measures is enough],,Open Text Box,undetermined (no valid values),2273,2273,0,100.0,0,[],[],{},"{""-55"": ""Missing by panel wave drop-out"", ""-66"": ""Missing due to migrant status (actual survey contained in M-survey)""}",,"If w6_N_q30_txt [Migration Respondent Frequency] > 0 | If w6_N_q57_L1 [Migration Respondent House Shift (Loop 1)] = ""Yes"" |",reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w6_N_q58_L2,Migration Respondent House Shift Distance (Loop 2),migr_resp_house_shift_dist_loop2,w6_N,bemp_w6_N.csv,bemp_w6_N_codebook.csv,Migrant History - Respondent - Loop 2,Migration Respondent House Shift Distance (Loop 2),How far have you shifted your house? [one of the distance measures is enough],,Single Choice,undetermined (no valid values),2273,2273,0,100.0,0,[],[],{},"{""1"": ""[minutes walking time]:"", ""2"": ""[meters]:"", ""3"": ""[kilometers]:"", ""4"": ""[miles]:"", ""5"": ""[hands]:"", ""6"": ""[feet]:"", ""7"": ""[roshi/rope]:"", ""8"": ""[gauges/yards]:"", ""9"": ""Other [enter value and unit]:"", ""-8"": ""DK"", ""-9"": ""RA"", ""-55"": ""Missing by panel wave drop-out"", ""-66"": ""Missing due to migrant status (actual survey contained in M-survey)""}",,"If w6_N_q30_txt [Migration Respondent Frequency] > 0 | If w6_N_q57_L2 [Migration Respondent House Shift (Loop 2)] = ""Yes"" |",reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w6_N_q58_txt_L2,Migration Respondent House Shift Distance (Loop 2),migr_resp_house_shift_dist_txt_loop2,w6_N,bemp_w6_N.csv,bemp_w6_N_codebook.csv,Migrant History - Respondent - Loop 2,Migration Respondent House Shift Distance (Loop 2),How far have you shifted your house? [one of the distance measures is enough],,Open Text Box,undetermined (no valid values),2273,2273,0,100.0,0,[],[],{},"{""-55"": ""Missing by panel wave drop-out"", ""-66"": ""Missing due to migrant status (actual survey contained in M-survey)""}",,"If w6_N_q30_txt [Migration Respondent Frequency] > 0 | If w6_N_q57_L2 [Migration Respondent House Shift (Loop 2)] = ""Yes"" |",reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w6_N_q58_L3,Migration Respondent House Shift Distance (Loop 3),migr_resp_house_shift_dist_loop3,w6_N,bemp_w6_N.csv,bemp_w6_N_codebook.csv,Migrant History - Respondent - Loop 3,Migration Respondent House Shift Distance (Loop 3),How far have you shifted your house? [one of the distance measures is enough],,Single Choice,undetermined (no valid values),2273,2273,0,100.0,0,[],[],{},"{""1"": ""[minutes walking time]:"", ""2"": ""[meters]:"", ""3"": ""[kilometers]:"", ""4"": ""[miles]:"", ""5"": ""[hands]:"", ""6"": ""[feet]:"", ""7"": ""[roshi/rope]:"", ""8"": ""[gauges/yards]:"", ""9"": ""Other [enter value and unit]:"", ""-8"": ""DK"", ""-9"": ""RA"", ""-55"": ""Missing by panel wave drop-out"", ""-66"": ""Missing due to migrant status (actual survey contained in M-survey)""}",,"If w6_N_q30_txt [Migration Respondent Frequency] > 0 | If w6_N_q57_L3 [Migration Respondent House Shift (Loop 3)] = ""Yes"" |",reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w6_N_q58_txt_L3,Migration Respondent House Shift Distance (Loop 3),migr_resp_house_shift_dist_txt_loop3,w6_N,bemp_w6_N.csv,bemp_w6_N_codebook.csv,Migrant History - Respondent - Loop 3,Migration Respondent House Shift Distance (Loop 3),How far have you shifted your house? [one of the distance measures is enough],,Open Text Box,undetermined (no valid values),2273,2273,0,100.0,0,[],[],{},"{""-55"": ""Missing by panel wave drop-out"", ""-66"": ""Missing due to migrant status (actual survey contained in M-survey)""}",,"If w6_N_q30_txt [Migration Respondent Frequency] > 0 | If w6_N_q57_L3 [Migration Respondent House Shift (Loop 3)] = ""Yes"" |",reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w6_N_q165,Plot Distance from Jamuna,plot_dist_from_jmuna,w6_N,bemp_w6_N.csv,bemp_w6_N_codebook.csv,Plot Characterization,Plot Distance from Jamuna,How far is it from the Jamuna River? [one of the distance measures is enough],,Single Choice,integer-coded,2273,2273,24,98.94,5,"[""1"", ""2"", ""4"", ""5"", ""6""]","[""Right next to the river"", ""[minutes walking time]:"", ""[kilometers]:"", ""[miles]:"", ""[hands]:""]","{""1"": 15, ""2"": 4, ""4"": 3, ""5"": 1, ""6"": 1}","{""1"": ""Right next to the river"", ""2"": ""[minutes walking time]:"", ""3"": ""[meters]:"", ""4"": ""[kilometers]:"", ""5"": ""[miles]:"", ""6"": ""[hands]:"", ""7"": ""[feet]:"", ""8"": ""[roshi/rope]:"", ""9"": ""Other [enter value and unit]:"", ""-8"": ""DK"", ""-9"": ""RA"", ""-55"": ""Missing by panel wave drop-out"", ""-66"": ""Missing due to migrant status (actual survey contained in M-survey)""}",,If w6_N_q152_txt [New Land Plot Count (Home Village)] > 0 | |,hazard proximity,meters or reported distance category,origin/current residence context,derived/reported distance; no house coordinates
w6_N_q165_txt,Plot Distance from Jamuna,plot_dist_from_jmuna_txt,w6_N,bemp_w6_N.csv,bemp_w6_N_codebook.csv,Plot Characterization,Plot Distance from Jamuna,How far is it from the Jamuna River? [one of the distance measures is enough],,Open Text Box,integer-coded,2273,2273,9,99.6,7,"[""2"", ""30"", ""5"", ""6"", ""10"", ""400"", ""63""]","[""2"", ""30"", ""5"", ""6"", ""10"", ""400"", ""63""]","{""2"": 2, ""30"": 2, ""5"": 1, ""6"": 1, ""10"": 1, ""400"": 1, ""63"": 1}","{""-55"": ""Missing by panel wave drop-out"", ""-66"": ""Missing due to migrant status (actual survey contained in M-survey)""}",,If w6_N_q152_txt [New Land Plot Count (Home Village)] > 0 | |,hazard proximity,meters or reported distance category,origin/current residence context,derived/reported distance; no house coordinates
w6_N_reg3,Respondent Code,resp_code,w6_N,bemp_w6_N.csv,bemp_w6_N_codebook.csv,Questionnaire Registration,Respondent Code,Respondent code,,Open Text Box,string,2273,2273,2273,0.0,2273,"[""L04-Z02-HH14-H"", ""L26-Z02-HH17-H"", ""L26-Z01-HH01-H"", ""L26-Z01-HH04-H"", ""L26-Z01-HH02-H"", ""L26-Z01-HH03-H"", ""L26-Z01-HH18-H"", ""L26-Z01-HH18-F""]","[""L04-Z02-HH14-H"", ""L26-Z02-HH17-H"", ""L26-Z01-HH01-H"", ""L26-Z01-HH04-H"", ""L26-Z01-HH02-H"", ""L26-Z01-HH03-H"", ""L26-Z01-HH18-H"", ""L26-Z01-HH18-F""]","{""L04-Z02-HH14-H"": 1, ""L26-Z02-HH17-H"": 1, ""L26-Z01-HH01-H"": 1, ""L26-Z01-HH04-H"": 1, ""L26-Z01-HH02-H"": 1, ""L26-Z01-HH03-H"": 1, ""L26-Z01-HH18-H"": 1, ""L26-Z01-HH18-F"": 1, ""L23-Z02-HH29-H"": 1, ""L27-Z01-HH12-YM"": 1}","{""-55"": ""Missing by panel wave drop-out"", ""-66"": ""Missing due to migrant status (actual survey contained in M-survey)""}","Respondent codes follow the structure: location number (Lxx) - sampling zone (Zyy) - household number (HHzz) - subsample identifier (H - household head; F - senior female; YF - youth female; YM - youth male; LB - left-behind member of migrated respondent). For instance: L05-Z02-HH13-F. Note 1: Respondents with identical household code (e.g., L05-Z02-HH13) but different subsample endings (-H, -F, -YF, -YM, -LB) are individuals who belong to the same household. Note 2: The location- and zone-identifier in the respondent code was assigned in wave 1 and kept constant afterwards, even if respondents moved. Note 3: For locations L10, L17, and L18, the zone indicator is missing as houses were sparsely distributed in these locations and we partly had to sample outside the regular 200-m-zone to reach the targeted number of households. Note 4: Locations belong to the following districts: Bogra (L19-L21); Gaibandha (L23); Jamalpur (L01, L22); Kurigram (L24-L36); Manikganj (L04-L06); Sirajganj (L07-L09); Tangail (L02-L03; L10-L18).",| |,baseline origin sampling-location / household code,anonymized Lxx sampling location; district derivable,origin,pseudonymized composite; fixed after moves
w6_N_q237,Riverbank (Home Village) Current Distance,rivbk_home_villg_crrnt_dist,w6_N,bemp_w6_N.csv,bemp_w6_N_codebook.csv,Erosion 2021 - Perception,Riverbank (Home Village) Current Distance,How far away from your house is the riverbank right now? [one of the distance measures is enough],,Single Choice,integer-coded,2273,2273,1239,45.49,10,"[""2"", ""1"", ""4"", ""3"", ""8"", ""6"", ""7"", ""9""]","[""[minutes walking time]:"", ""River is right next to the house"", ""[kilometers]:"", ""[meters]:"", ""[roshi/rope]:"", ""[hands]:"", ""[feet]:"", ""[gauges/yards]:""]","{""2"": 714, ""1"": 306, ""4"": 61, ""3"": 52, ""8"": 31, ""6"": 28, ""7"": 19, ""9"": 16, ""5"": 11, ""10"": 1}","{""1"": ""River is right next to the house"", ""2"": ""[minutes walking time]:"", ""3"": ""[meters]:"", ""4"": ""[kilometers]:"", ""5"": ""[miles]:"", ""6"": ""[hands]:"", ""7"": ""[feet]:"", ""8"": ""[roshi/rope]:"", ""9"": ""[gauges/yards]:"", ""10"": ""Other [enter value and unit]:"", ""-8"": ""DK"", ""-9"": ""RA"", ""-55"": ""Missing by panel wave drop-out"", ""-66"": ""Missing due to migrant status (actual survey contained in M-survey)""}",,| |,hazard proximity,meters or reported distance category,origin/current residence context,derived/reported distance; no house coordinates
w6_N_q237_txt,Riverbank (Home Village) Current Distance,rivbk_home_villg_crrnt_dist_txt,w6_N,bemp_w6_N.csv,bemp_w6_N_codebook.csv,Erosion 2021 - Perception,Riverbank (Home Village) Current Distance,How far away from your house is the riverbank right now? [one of the distance measures is enough],,Open Text Box,string,2273,2273,933,58.95,41,"[""2"", ""1"", ""3"", ""5"", ""10"", ""4"", ""0.5"", ""15""]","[""2"", ""1"", ""3"", ""5"", ""10"", ""4"", ""0.5"", ""15""]","{""2"": 199, ""1"": 196, ""3"": 108, ""5"": 99, ""10"": 43, ""4"": 39, ""0.5"": 29, ""15"": 22, ""100"": 22, ""200"": 21}","{""-55"": ""Missing by panel wave drop-out"", ""-66"": ""Missing due to migrant status (actual survey contained in M-survey)""}",,| |,hazard proximity,meters or reported distance category,origin/current residence context,derived/reported distance; no house coordinates
w6_N_q18b,Total House Shift Distance,total_house_shift_dist,w6_N,bemp_w6_N.csv,bemp_w6_N_codebook.csv,Household Composition and Migration,Total House Shift Distance,How far have you shifted your house in total? [one of the distance measures is enough],,Single Choice,integer-coded,2273,2273,16,99.3,3,"[""1"", ""2"", ""3""]","[""[minutes walking time]:"", ""[meters]:"", ""[kilometers]:""]","{""1"": 9, ""2"": 4, ""3"": 3}","{""1"": ""[minutes walking time]:"", ""2"": ""[meters]:"", ""3"": ""[kilometers]:"", ""4"": ""[miles]:"", ""5"": ""[hands]:"", ""6"": ""[feet]:"", ""7"": ""[roshi/rope]:"", ""8"": ""[gauges/yards]:"", ""9"": ""Other [enter value and unit]:"", ""-8"": ""DK"", ""-9"": ""RA"", ""-55"": ""Missing by panel wave drop-out"", ""-66"": ""Missing due to migrant status (actual survey contained in M-survey)""}",,| If w6_N_q17_txt [House Shift Frequency] > 1 |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w6_N_q18b_txt,Total House Shift Distance,total_house_shift_dist_txt,w6_N,bemp_w6_N.csv,bemp_w6_N_codebook.csv,Household Composition and Migration,Total House Shift Distance,How far have you shifted your house in total? [one of the distance measures is enough],,Open Text Box,continuous numeric,2273,2273,16,99.3,12,"[""15"", ""50"", ""20"", ""5"", ""2"", ""0.5"", ""1.5"", ""4""]","[""15"", ""50"", ""20"", ""5"", ""2"", ""0.5"", ""1.5"", ""4""]","{""15"": 2, ""50"": 2, ""20"": 2, ""5"": 2, ""2"": 1, ""0.5"": 1, ""1.5"": 1, ""4"": 1, ""80"": 1, ""1"": 1}","{""-55"": ""Missing by panel wave drop-out"", ""-66"": ""Missing due to migrant status (actual survey contained in M-survey)""}",,| If w6_N_q17_txt [House Shift Frequency] > 1 |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w6_N_q120,Village Migration Individual Distance,villg_migr_indiv_dist,w6_N,bemp_w6_N.csv,bemp_w6_N_codebook.csv,Migration at the Village Level,Village Migration Individual Distance,"If you think about those individuals who have left the village while their families stayed in the village. Did they move only to places close to this village, mostly to places close to this village, both the same, mostly to places far from this village or only to places far from this village?",,Single Choice,integer-coded,2273,2273,296,86.98,5,"[""4"", ""3"", ""2"", ""5"", ""1""]","[""Mostly to places far from this village"", ""Both the same"", ""Mostly to places close to this village"", ""Only to places far from this village"", ""Only to places close to this village""]","{""4"": 111, ""3"": 106, ""2"": 37, ""5"": 34, ""1"": 8}","{""1"": ""Only to places close to this village"", ""2"": ""Mostly to places close to this village"", ""3"": ""Both the same"", ""4"": ""Mostly to places far from this village"", ""5"": ""Only to places far from this village"", ""-8"": ""DK"", ""-9"": ""RA"", ""-55"": ""Missing by panel wave drop-out"", ""-66"": ""Missing due to migrant status (actual survey contained in M-survey)""}",,"If w6_N_reg2 [Respondent Type] = ""Household head (code ending in -H)"" | If w6_N_q117 [Village Migration Individual] = ""Yes"" AND (w6_N_q119 [Village Migration Individual Rural Urban] = ""Both the same"" OR w6_N_q119 [Village Migration Individual Rural Urban] = ""Mostly to villages"" OR w6_N_q119 [Village Migration Individual Rural Urban] = ""Only to villages"") |",reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w6_N_q110,Village Migration Permanent Distance,villg_migr_perm_dist,w6_N,bemp_w6_N.csv,bemp_w6_N_codebook.csv,Migration at the Village Level,Village Migration Permanent Distance,"If you think about those families who have permanently left the village since we spoke before the monsoon. Did they move only to places close to this village, mostly to places close to this village, both the same, mostly to places far from this village or only to places far from this village?",,Single Choice,integer-coded,2273,2273,403,82.27,5,"[""2"", ""4"", ""1"", ""3"", ""5""]","[""Mostly to places close to this village"", ""Mostly to places far from this village"", ""Only to places close to this village"", ""Both the same"", ""Only to places far from this village""]","{""2"": 189, ""4"": 79, ""1"": 55, ""3"": 52, ""5"": 28}","{""1"": ""Only to places close to this village"", ""2"": ""Mostly to places close to this village"", ""3"": ""Both the same"", ""4"": ""Mostly to places far from this village"", ""5"": ""Only to places far from this village"", ""-8"": ""DK"", ""-9"": ""RA"", ""-55"": ""Missing by panel wave drop-out"", ""-66"": ""Missing due to migrant status (actual survey contained in M-survey)""}",,"If w6_N_reg2 [Respondent Type] = ""Household head (code ending in -H)"" | If w6_N_q107 [Village Migration Permanent] = ""Yes"" AND (w6_N_q109 [Village Migration Permanent Rural Urban] = ""Both the same"" OR w6_N_q109 [Village Migration Permanent Rural Urban] = ""Mostly to villages"" OR w6_N_q109 [Village Migration Permanent Rural Urban] = ""Only to villages"") |",reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w6_M_dist_from_prev_loc,Distance from Previous Location,dist_from_prev_loc,w6_M,bemp_w6_M.csv,bemp_w6_M_codebook.csv,Geographical Variables,Distance from Previous Location,,,Geographical,continuous numeric,221,221,65,70.59,65,"[""529.187093707001"", ""2945.86818814731"", ""3592.61805780198"", ""9.57322332346495"", ""893.505547797092"", ""1233.52549584706"", ""1470.53402053947"", ""1434.06645987576""]","[""529.187093707001"", ""2945.86818814731"", ""3592.61805780198"", ""9.57322332346495"", ""893.505547797092"", ""1233.52549584706"", ""1470.53402053947"", ""1434.06645987576""]","{""529.187093707001"": 1, ""2945.86818814731"": 1, ""3592.61805780198"": 1, ""9.57322332346495"": 1, ""893.505547797092"": 1, ""1233.52549584706"": 1, ""1470.53402053947"": 1, ""1434.06645987576"": 1, ""10375.3643045349"": 1, ""13047.5897019888"": 1}","{""-55"": ""Missing by panel wave drop-out""}",Distance between the respondent's house location in the previous in-person survey and the location in this survey (in meters),| |,coordinate-derived inter-wave distance,meters; no direction or endpoint,origin-to-current / inter-wave,derived from withheld house coordinates
w6_M_q28a,House Shift Distance,house_shift_dist,w6_M,bemp_w6_M.csv,bemp_w6_M_codebook.csv,Household Composition and Migration,House Shift Distance,How far have you shifted your house? [one of the distance measures is enough],,Single Choice,integer-coded,221,221,10,95.48,3,"[""3"", ""1"", ""4""]","[""[kilometers]:"", ""[minutes walking time]:"", ""[miles]:""]","{""3"": 5, ""1"": 4, ""4"": 1}","{""1"": ""[minutes walking time]:"", ""2"": ""[meters]:"", ""3"": ""[kilometers]:"", ""4"": ""[miles]:"", ""5"": ""[hands]:"", ""6"": ""[feet]:"", ""7"": ""[roshi/rope]:"", ""8"": ""[gauges/yards]:"", ""9"": ""Other [enter value and unit]:"", ""-8"": ""DK"", ""-9"": ""RA"", ""-55"": ""Missing by panel wave drop-out""}",,| If w6_M_q27_txt [House Shift Frequency] = 1 |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w6_M_q28a_txt,House Shift Distance,house_shift_dist_txt,w6_M,bemp_w6_M.csv,bemp_w6_M_codebook.csv,Household Composition and Migration,House Shift Distance,How far have you shifted your house? [one of the distance measures is enough],,Open Text Box,continuous numeric,221,221,10,95.48,5,"[""1"", ""2"", ""5"", ""0.5"", ""10""]","[""1"", ""2"", ""5"", ""0.5"", ""10""]","{""1"": 3, ""2"": 3, ""5"": 2, ""0.5"": 1, ""10"": 1}","{""-55"": ""Missing by panel wave drop-out""}",,| If w6_M_q27_txt [House Shift Frequency] = 1 |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w6_M_q186,Plot Distance from Jamuna,plot_dist_from_jmuna,w6_M,bemp_w6_M.csv,bemp_w6_M_codebook.csv,Plot Characterization,Plot Distance from Jamuna,How far is it from the Jamuna River? [one of the distance measures is enough],,Single Choice,integer-coded,221,221,1,99.55,1,"[""2""]","[""[minutes walking time]:""]","{""2"": 1}","{""1"": ""Right next to the river"", ""2"": ""[minutes walking time]:"", ""3"": ""[meters]:"", ""4"": ""[kilometers]:"", ""5"": ""[miles]:"", ""6"": ""[hands]:"", ""7"": ""[feet]:"", ""8"": ""[roshi/rope]:"", ""9"": ""Other [enter value and unit]:"", ""-8"": ""DK"", ""-9"": ""RA"", ""-55"": ""Missing by panel wave drop-out""}",,"If (w6_M_q165_txt [New Land Plot Count (Migration Location)] > 0 OR w6_M_q175_txt [New Land Plot Count (Home Village)] > 0) | If w6_M_q184 [Plot Location] = ""{home village in wave 1}"" |",hazard proximity,meters or reported distance category,origin/current residence context,derived/reported distance; no house coordinates
w6_M_q186_txt,Plot Distance from Jamuna,plot_dist_from_jmuna_txt,w6_M,bemp_w6_M.csv,bemp_w6_M_codebook.csv,Plot Characterization,Plot Distance from Jamuna,How far is it from the Jamuna River? [one of the distance measures is enough],,Open Text Box,integer-coded,221,221,1,99.55,1,"[""10""]","[""10""]","{""10"": 1}","{""-55"": ""Missing by panel wave drop-out""}",,"If (w6_M_q165_txt [New Land Plot Count (Migration Location)] > 0 OR w6_M_q175_txt [New Land Plot Count (Home Village)] > 0) | If w6_M_q184 [Plot Location] = ""{home village in wave 1}"" |",hazard proximity,meters or reported distance category,origin/current residence context,derived/reported distance; no house coordinates
w6_M_enum4,Residence Type,rsdnc_type,w6_M,bemp_w6_M.csv,bemp_w6_M_codebook.csv,Respondent Characteristics,Residence Type,Respondent lives in...,,Single Choice,integer-coded,221,221,8,96.38,3,"[""1"", ""3"", ""2""]","[""hut"", ""multi-story apartment house"", ""single-story apartment house""]","{""1"": 4, ""3"": 3, ""2"": 1}","{""1"": ""hut"", ""2"": ""single-story apartment house"", ""3"": ""multi-story apartment house"", ""4"": ""residential home"", ""5"": ""Other:"", ""-7"": ""Not observed"", ""-55"": ""Missing by panel wave drop-out""}",This variable was assessed by the enumerator and not asked to the respondent.,"If w6_M_reg6 [Phone Interview Status] != ""Yes"" AND enumerator is at respondent's house) | If w6_M_q14 [Respondent Current Location Rural Urban] = ""City"" | If ""single-story apartment house"" is selected, skip to: w6_M_enum9 [Neighborhood Charging Station Access]; If ""multi-story apartment house"" is selected, skip to: w6_M_enum9 [Neighborhood Charging Station Access]; If ""residential home"" is selected, skip to: w6_M_enum9 [Neighborhood Charging Station Access]",destination residence characteristic,house/residence category or duration,destination,categorized
w6_M_enum4_txt,Residence Type,rsdnc_type_txt,w6_M,bemp_w6_M.csv,bemp_w6_M_codebook.csv,Respondent Characteristics,Residence Type,Respondent lives in...,,Open Text Box,undetermined (no valid values),221,221,0,100.0,0,[],[],{},"{""-55"": ""Missing by panel wave drop-out""}",This variable was assessed by the enumerator and not asked to the respondent.,"If w6_M_reg6 [Phone Interview Status] != ""Yes"" AND enumerator is at respondent's house) | If w6_M_q14 [Respondent Current Location Rural Urban] = ""City"" | If ""single-story apartment house"" is selected, skip to: w6_M_enum9 [Neighborhood Charging Station Access]; If ""multi-story apartment house"" is selected, skip to: w6_M_enum9 [Neighborhood Charging Station Access]; If ""residential home"" is selected, skip to: w6_M_enum9 [Neighborhood Charging Station Access]",destination residence characteristic,house/residence category or duration,destination,categorized
w6_M_reg3,Respondent Code,resp_code,w6_M,bemp_w6_M.csv,bemp_w6_M_codebook.csv,Questionnaire Registration,Respondent Code,Respondent code,,Open Text Box,string,221,221,221,0.0,221,"[""L08-Z03-HH22-H"", ""L30-Z02-HH22-H"", ""L08-Z01-HH10-F"", ""L30-Z03-HH23-H"", ""L20-Z03-HH29-H"", ""L30-Z02-HH02-H"", ""L10-HH11-H"", ""L31-Z03-HH11-H""]","[""L08-Z03-HH22-H"", ""L30-Z02-HH22-H"", ""L08-Z01-HH10-F"", ""L30-Z03-HH23-H"", ""L20-Z03-HH29-H"", ""L30-Z02-HH02-H"", ""L10-HH11-H"", ""L31-Z03-HH11-H""]","{""L08-Z03-HH22-H"": 1, ""L30-Z02-HH22-H"": 1, ""L08-Z01-HH10-F"": 1, ""L30-Z03-HH23-H"": 1, ""L20-Z03-HH29-H"": 1, ""L30-Z02-HH02-H"": 1, ""L10-HH11-H"": 1, ""L31-Z03-HH11-H"": 1, ""L30-Z03-HH12-YM"": 1, ""L17-HH07-H"": 1}","{""-55"": ""Missing by panel wave drop-out""}","Respondent codes follow the structure: location number (Lxx) - sampling zone (Zyy) - household number (HHzz) - subsample identifier (H - household head; F - senior female; YF - youth female; YM - youth male; LB - left-behind member of migrated respondent). For instance: L05-Z02-HH13-F. Note 1: Respondents with identical household code (e.g., L05-Z02-HH13) but different subsample endings (-H, -F, -YF, -YM, -LB) are individuals who belong to the same household. Note 2: The location- and zone-identifier in the respondent code was assigned in wave 1 and kept constant afterwards, even if respondents moved. Note 3: For locations L10, L17, and L18, the zone indicator is missing as houses were sparsely distributed in these locations and we partly had to sample outside the regular 200-m-zone to reach the targeted number of households. Note 4: Locations belong to the following districts: Bogra (L19-L21); Gaibandha (L23); Jamalpur (L01, L22); Kurigram (L24-L36); Manikganj (L04-L06); Sirajganj (L07-L09); Tangail (L02-L03; L10-L18).",| |,baseline origin sampling-location / household code,anonymized Lxx sampling location; district derivable,origin,pseudonymized composite; fixed after moves
