filename,relative_path,file_class,wave,survey_mode,sample_type,rows,columns,apparent_respondent_id,apparent_household_id,apparent_village_location_id,distinct_respondent_or_location_ids,distinct_derived_household_prefixes,duplicate_respondent_id_rows,respondent_id_overlap_with_w1_pct,spatial_variable_count,key_spatial_variables,migration_variable_count,key_migration_variables,apparent_role,id_notes
bemp_w3_codebook.csv,data/raw/bemp/codebooks/bemp_w3_codebook.csv,codebook CSV,w3,phone,main longitudinal respondent,915,115,w3_reg1,,,,,,,6,w3_q1; w3_q107; w3_q107_txt; w3_q3; w3_q3_txt; w3_reg1,180,w3_q1; w3_q105; w3_q108; w3_q11; w3_q112; w3_q118; w3_q120; w3_q124; w3_q125; w3_q127; w3_q128; w3_q12x1; w3_q12x10; w3_q12x11; w3_q12x12; w3_q12x13; w3_q12x14; w3_q12x14_txt; w3_q12x15; w3_q12x16; w3_q12x17; w3_q12x18; w3_q12x19; w3_q12x2; w3_q12x20; w3_q12x21; w3_q12x22; w3_q12x23; w3_q12x24; w3_q12x24_txt; … (+150 more),"Question text, labels, logic, and value codes for w3",One codebook row per quantitative column.
bemp_w4_codebook.csv,data/raw/bemp/codebooks/bemp_w4_codebook.csv,codebook CSV,w4,phone,main longitudinal respondent,856,115,w4_reg1,,,,,,,8,w4_q1; w4_q101; w4_q101_txt; w4_q24; w4_q24_txt; w4_q3; w4_q3_txt; w4_reg1,186,w4_q1; w4_q102; w4_q106; w4_q11; w4_q112; w4_q114; w4_q118; w4_q119; w4_q121; w4_q122; w4_q125; w4_q129; w4_q12x1; w4_q12x10; w4_q12x11; w4_q12x12; w4_q12x13; w4_q12x14; w4_q12x14_txt; w4_q12x15; w4_q12x16; w4_q12x17; w4_q12x18; w4_q12x19; w4_q12x2; w4_q12x20; w4_q12x21; w4_q12x22; w4_q12x23; w4_q12x24; … (+156 more),"Question text, labels, logic, and value codes for w4",One codebook row per quantitative column.
bemp_w5_codebook.csv,data/raw/bemp/codebooks/bemp_w5_codebook.csv,codebook CSV,w5,phone,main longitudinal respondent,1172,115,w5_reg1,,,,,,,8,w5_q1; w5_q143; w5_q143_txt; w5_q24; w5_q24_txt; w5_q3; w5_q3_txt; w5_reg1,186,w5_q1; w5_q11; w5_q12x1; w5_q12x10; w5_q12x11; w5_q12x12; w5_q12x13; w5_q12x14; w5_q12x14_txt; w5_q12x15; w5_q12x16; w5_q12x17; w5_q12x18; w5_q12x19; w5_q12x2; w5_q12x20; w5_q12x21; w5_q12x22; w5_q12x23; w5_q12x24; w5_q12x24_txt; w5_q12x25; w5_q12x26; w5_q12x27; w5_q12x28; w5_q12x29; w5_q12x29_txt; w5_q12x3; w5_q12x30; w5_q12x30_txt; … (+156 more),"Question text, labels, logic, and value codes for w5",One codebook row per quantitative column.
bemp_w6_N_codebook.csv,data/raw/bemp/codebooks/bemp_w6_N_codebook.csv,codebook CSV,w6_N,in-person,non-migrant respondent,2736,115,w6_N_reg3,,,,,,,20,w6_N_dist_from_crrnt_river_bank; w6_N_dist_from_prev_loc; w6_N_dist_from_prev_river_bank; w6_N_q110; w6_N_q120; w6_N_q165; w6_N_q165_txt; w6_N_q18a; w6_N_q18a_txt; w6_N_q18b; w6_N_q18b_txt; w6_N_q237; w6_N_q237_txt; w6_N_q58_L1; w6_N_q58_L2; w6_N_q58_L3; w6_N_q58_txt_L1; w6_N_q58_txt_L2; w6_N_q58_txt_L3; w6_N_reg3,1036,w6_N_q107; w6_N_q108; w6_N_q108_txt; w6_N_q109; w6_N_q110; w6_N_q111; w6_N_q112; w6_N_q112_txt; w6_N_q113; w6_N_q114; w6_N_q114_txt; w6_N_q115; w6_N_q116; w6_N_q116_txt; w6_N_q117; w6_N_q118; w6_N_q118_txt; w6_N_q119; w6_N_q120; w6_N_q121; w6_N_q122; w6_N_q122_txt; w6_N_q18a; w6_N_q18a_txt; w6_N_q18b; w6_N_q18b_txt; w6_N_q234; w6_N_q236; w6_N_q243; w6_N_q243_txt; … (+1006 more),"Question text, labels, logic, and value codes for w6_N",One codebook row per quantitative column.
bemp_w6_M_codebook.csv,data/raw/bemp/codebooks/bemp_w6_M_codebook.csv,codebook CSV,w6_M,in-person,migrant respondent,3006,115,w6_M_reg3,,,,,,,21,w6_M_dist_from_prev_loc; w6_M_enum4; w6_M_enum4_txt; w6_M_q14; w6_M_q15; w6_M_q15_txt; w6_M_q16x5; w6_M_q16x5_txt; w6_M_q16x6; w6_M_q16x6_txt; w6_M_q16x88; w6_M_q16x99; w6_M_q186; w6_M_q186_txt; w6_M_q28a; w6_M_q28a_txt; w6_M_q28b; w6_M_q28b_txt; w6_M_q34; w6_M_q34_txt; w6_M_reg3,582,w6_M_q128x1; w6_M_q128x2; w6_M_q128x3; w6_M_q128x4; w6_M_q129bx1; w6_M_q129bx2; w6_M_q129bx3; w6_M_q129bx4; w6_M_q129bx5; w6_M_q129bx88; w6_M_q129bx99; w6_M_q131x1; w6_M_q131x2; w6_M_q131x3; w6_M_q131x88; w6_M_q131x99; w6_M_q14; w6_M_q15; w6_M_q15_txt; w6_M_q16x5; w6_M_q16x5_txt; w6_M_q16x6; w6_M_q16x6_txt; w6_M_q16x88; w6_M_q16x99; w6_M_q19; w6_M_q257; w6_M_q259; w6_M_q263; w6_M_q263_txt; … (+552 more),"Question text, labels, logic, and value codes for w6_M",One codebook row per quantitative column.
bemp_w7_codebook.csv,data/raw/bemp/codebooks/bemp_w7_codebook.csv,codebook CSV,w7,phone,main longitudinal respondent,1251,115,w7_reg2,,,,,,,21,w7_q1; w7_q143; w7_q143_txt; w7_q2; w7_q21; w7_q21_txt; w7_q3; w7_q3_txt; w7_q4; w7_q43; w7_q43_txt; w7_q5; w7_q5_txt; w7_q6; w7_q7x5; w7_q7x5_txt; w7_q7x6; w7_q7x6_txt; w7_q7x88; w7_q7x99; w7_reg2,218,w7_q1; w7_q14; w7_q141; w7_q146; w7_q147; w7_q147_txt; w7_q148; w7_q152; w7_q156; w7_q157; w7_q157_txt; w7_q158; w7_q168; w7_q169; w7_q171; w7_q172; w7_q175b; w7_q175b_txt; w7_q176; w7_q180; w7_q181; w7_q183; w7_q184; w7_q187b; w7_q187b_txt; w7_q188; w7_q2; w7_q21; w7_q21_txt; w7_q24a; … (+188 more),"Question text, labels, logic, and value codes for w7",One codebook row per quantitative column.
bemp_w8_codebook.csv,data/raw/bemp/codebooks/bemp_w8_codebook.csv,codebook CSV,w8,phone,main longitudinal respondent,1017,115,w8_reg2,,,,,,,21,w8_q1; w8_q118; w8_q118_txt; w8_q19; w8_q19_txt; w8_q2; w8_q3; w8_q3_txt; w8_q4; w8_q41; w8_q41_txt; w8_q5; w8_q5_txt; w8_q6; w8_q8x5; w8_q8x5_txt; w8_q8x6; w8_q8x6_txt; w8_q8x88; w8_q8x99; w8_reg2,218,w8_q1; w8_q116; w8_q12; w8_q121; w8_q122; w8_q122_txt; w8_q123; w8_q127; w8_q131; w8_q132; w8_q132_txt; w8_q133; w8_q138; w8_q139; w8_q141; w8_q142; w8_q145b; w8_q145b_txt; w8_q146; w8_q150; w8_q151; w8_q153; w8_q154; w8_q157b; w8_q157b_txt; w8_q158; w8_q19; w8_q19_txt; w8_q2; w8_q22a; … (+188 more),"Question text, labels, logic, and value codes for w8",One codebook row per quantitative column.
bemp_w9_codebook.csv,data/raw/bemp/codebooks/bemp_w9_codebook.csv,codebook CSV,w9,phone,main longitudinal respondent,1076,115,w9_reg2,,,,,,,21,w9_q1; w9_q118; w9_q118_txt; w9_q19; w9_q19_txt; w9_q2; w9_q3; w9_q3_txt; w9_q4; w9_q41; w9_q41_txt; w9_q5; w9_q5_txt; w9_q6; w9_q8x5; w9_q8x5_txt; w9_q8x6; w9_q8x6_txt; w9_q8x88; w9_q8x99; w9_reg2,218,w9_q1; w9_q116; w9_q12; w9_q121; w9_q122; w9_q122_txt; w9_q123; w9_q127; w9_q131; w9_q132; w9_q132_txt; w9_q133; w9_q139; w9_q140; w9_q142; w9_q143; w9_q146b; w9_q146b_txt; w9_q147; w9_q151; w9_q152; w9_q154; w9_q155; w9_q158b; w9_q158b_txt; w9_q159; w9_q19; w9_q19_txt; w9_q2; w9_q22a; … (+188 more),"Question text, labels, logic, and value codes for w9",One codebook row per quantitative column.
bemp_w10_codebook.csv,data/raw/bemp/codebooks/bemp_w10_codebook.csv,codebook CSV,w10,phone,main longitudinal respondent,1114,115,w10_reg2,,,,,,,21,w10_q1; w10_q139; w10_q139_txt; w10_q19; w10_q19_txt; w10_q2; w10_q3; w10_q3_txt; w10_q4; w10_q41; w10_q41_txt; w10_q5; w10_q5_txt; w10_q6; w10_q8x5; w10_q8x5_txt; w10_q8x6; w10_q8x6_txt; w10_q8x88; w10_q8x99; w10_reg2,218,w10_q1; w10_q12; w10_q137; w10_q142; w10_q143; w10_q143_txt; w10_q144; w10_q148; w10_q152; w10_q153; w10_q153_txt; w10_q154; w10_q160; w10_q161; w10_q163; w10_q164; w10_q167b; w10_q167b_txt; w10_q168; w10_q172; w10_q173; w10_q175; w10_q176; w10_q179b; w10_q179b_txt; w10_q180; w10_q19; w10_q19_txt; w10_q2; w10_q22a; … (+188 more),"Question text, labels, logic, and value codes for w10",One codebook row per quantitative column.
bemp_w11_codebook.csv,data/raw/bemp/codebooks/bemp_w11_codebook.csv,codebook CSV,w11,phone,main longitudinal respondent,1045,115,w11_reg2,,,,,,,21,w11_q1; w11_q122; w11_q122_txt; w11_q19; w11_q19_txt; w11_q2; w11_q3; w11_q3_txt; w11_q4; w11_q41; w11_q41_txt; w11_q5; w11_q5_txt; w11_q6; w11_q8x5; w11_q8x5_txt; w11_q8x6; w11_q8x6_txt; w11_q8x88; w11_q8x99; w11_reg2,220,w11_q1; w11_q12; w11_q120; w11_q125; w11_q126; w11_q126_txt; w11_q127; w11_q131; w11_q135; w11_q136; w11_q136_txt; w11_q137; w11_q143; w11_q144; w11_q146; w11_q147; w11_q150b; w11_q150b_txt; w11_q151; w11_q155; w11_q156; w11_q158; w11_q159; w11_q162b; w11_q162b_txt; w11_q163; w11_q19; w11_q19_txt; w11_q2; w11_q22a; … (+190 more),"Question text, labels, logic, and value codes for w11",One codebook row per quantitative column.
bemp_w12_N_codebook.csv,data/raw/bemp/codebooks/bemp_w12_N_codebook.csv,codebook CSV,w12_N,in-person,non-migrant respondent,2625,117,w12_N_reg3,,,,,,,22,w12_N_dist_from_crrnt_river_bank; w12_N_dist_from_prev_loc; w12_N_dist_from_prev_river_bank; w12_N_q119; w12_N_q129; w12_N_q181; w12_N_q181_txt; w12_N_q20; w12_N_q20_txt; w12_N_q22a; w12_N_q22a_txt; w12_N_q22b; w12_N_q22b_txt; w12_N_q230; w12_N_q230_txt; w12_N_q64_L1; w12_N_q64_L2; w12_N_q64_L3; w12_N_q64_txt_L1; w12_N_q64_txt_L2; w12_N_q64_txt_L3; w12_N_reg3,834,w12_N_q100x1; w12_N_q100x10; w12_N_q100x11; w12_N_q100x12; w12_N_q100x13; w12_N_q100x14; w12_N_q100x14_txt; w12_N_q100x2; w12_N_q100x3; w12_N_q100x4; w12_N_q100x5; w12_N_q100x6; w12_N_q100x7; w12_N_q100x8; w12_N_q100x88; w12_N_q100x9; w12_N_q100x99; w12_N_q101x1; w12_N_q101x2; w12_N_q101x3; w12_N_q116; w12_N_q117; w12_N_q117_txt; w12_N_q118; w12_N_q119; w12_N_q120; w12_N_q121; w12_N_q121_txt; w12_N_q122; w12_N_q123; … (+804 more),"Question text, labels, logic, and value codes for w12_N",One codebook row per quantitative column.
bemp_w12_M_codebook.csv,data/raw/bemp/codebooks/bemp_w12_M_codebook.csv,codebook CSV,w12_M,in-person,migrant respondent,4094,117,w12_M_reg3,,,,,,,31,w12_M_dist_from_prev_loc; w12_M_enum4; w12_M_enum4_txt; w12_M_q16; w12_M_q17; w12_M_q18; w12_M_q18_txt; w12_M_q19; w12_M_q20; w12_M_q20_txt; w12_M_q21x5; w12_M_q21x5_txt; w12_M_q21x6; w12_M_q21x6_txt; w12_M_q21x88; w12_M_q21x99; w12_M_q253; w12_M_q253_txt; w12_M_q32; w12_M_q32_txt; w12_M_q34a; w12_M_q34a_txt; w12_M_q34b; w12_M_q34b_txt; w12_M_q92_L1; w12_M_q92_L2; w12_M_q92_L3; w12_M_q92_txt_L1; w12_M_q92_txt_L2; w12_M_q92_txt_L3; … (+1 more),1220,w12_M_q100; w12_M_q100_txt; w12_M_q103ax10_L1; w12_M_q103ax10_L2; w12_M_q103ax10_L3; w12_M_q103ax11_L1; w12_M_q103ax11_L2; w12_M_q103ax11_L3; w12_M_q103ax12_L1; w12_M_q103ax12_L2; w12_M_q103ax12_L3; w12_M_q103ax13_L1; w12_M_q103ax13_L2; w12_M_q103ax13_L3; w12_M_q103ax14_L1; w12_M_q103ax14_L2; w12_M_q103ax14_L3; w12_M_q103ax14_txt_L1; w12_M_q103ax14_txt_L2; w12_M_q103ax14_txt_L3; w12_M_q103ax15_L1; w12_M_q103ax15_L2; w12_M_q103ax15_L3; w12_M_q103ax16_L1; w12_M_q103ax16_L2; w12_M_q103ax16_L3; w12_M_q103ax17_L1; w12_M_q103ax17_L2; w12_M_q103ax17_L3; w12_M_q103ax18_L1; … (+1190 more),"Question text, labels, logic, and value codes for w12_M",One codebook row per quantitative column.
bemp_w12_V_codebook.csv,data/raw/bemp/codebooks/bemp_w12_V_codebook.csv,codebook CSV,w12_V,in-person,village profile,376,115,,,w12_V_reg2,,,,,69,w12_V_q10x1; w12_V_q10x2; w12_V_q10x3; w12_V_q10x4; w12_V_q10x5; w12_V_q10x5_txt; w12_V_q11x1; w12_V_q11x1_txt; w12_V_q11x2; w12_V_q11x2_txt; w12_V_q11x3; w12_V_q11x3_txt; w12_V_q19x1; w12_V_q19x1_txt; w12_V_q19x2; w12_V_q19x2_txt; w12_V_q19x3; w12_V_q19x3_txt; w12_V_q19x4; w12_V_q19x4_txt; w12_V_q19x5; w12_V_q19x5_txt; w12_V_q19x88; w12_V_q22x1; w12_V_q22x1_txt; w12_V_q22x2; w12_V_q22x2_txt; w12_V_q22x3; w12_V_q22x3_txt; w12_V_q22x4; … (+39 more),0,,"Question text, labels, logic, and value codes for w12_V",One codebook row per quantitative column.
bemp_w13_codebook.csv,data/raw/bemp/codebooks/bemp_w13_codebook.csv,codebook CSV,w13,phone,main longitudinal respondent,172,115,w13_reg2,,,,,,,15,w13_q1; w13_q2; w13_q3; w13_q3_txt; w13_q4; w13_q5; w13_q5_txt; w13_q6; w13_q8x5; w13_q8x5_txt; w13_q8x6; w13_q8x6_txt; w13_q8x88; w13_q8x99; w13_reg2,25,w13_q1; w13_q10; w13_q12; w13_q13; w13_q16; w13_q17; w13_q2; w13_q20; w13_q21; w13_q24; w13_q25; w13_q3; w13_q3_txt; w13_q4; w13_q5; w13_q5_txt; w13_q6; w13_q8x5; w13_q8x5_txt; w13_q8x6; w13_q8x6_txt; w13_q8x88; w13_q8x99; w13_reg5; w13_reg6,"Question text, labels, logic, and value codes for w13",One codebook row per quantitative column.
bemp_w14_N_codebook.csv,data/raw/bemp/codebooks/bemp_w14_N_codebook.csv,codebook CSV,w14_N,in-person,non-migrant respondent,2865,117,w14_N_reg3,,,,,,,22,w14_N_dist_from_crrnt_river_bank; w14_N_dist_from_prev_loc; w14_N_dist_from_prev_river_bank; w14_N_q128; w14_N_q138; w14_N_q20; w14_N_q20_txt; w14_N_q224; w14_N_q224_txt; w14_N_q22a; w14_N_q22a_txt; w14_N_q22b; w14_N_q22b_txt; w14_N_q261; w14_N_q261_txt; w14_N_q73_L1; w14_N_q73_L2; w14_N_q73_L3; w14_N_q73_txt_L1; w14_N_q73_txt_L2; w14_N_q73_txt_L3; w14_N_reg3,834,w14_N_q100x1_L1; w14_N_q100x1_L2; w14_N_q100x1_L3; w14_N_q100x2_L1; w14_N_q100x2_L2; w14_N_q100x2_L3; w14_N_q100x3_L1; w14_N_q100x3_L2; w14_N_q100x3_L3; w14_N_q100x4_L1; w14_N_q100x4_L2; w14_N_q100x4_L3; w14_N_q100x5_L1; w14_N_q100x5_L2; w14_N_q100x5_L3; w14_N_q100x6_L1; w14_N_q100x6_L2; w14_N_q100x6_L3; w14_N_q100x7_L1; w14_N_q100x7_L2; w14_N_q100x7_L3; w14_N_q100x88_L1; w14_N_q100x88_L2; w14_N_q100x88_L3; w14_N_q100x8_L1; w14_N_q100x8_L2; w14_N_q100x8_L3; w14_N_q100x8_txt_L1; w14_N_q100x8_txt_L2; w14_N_q100x8_txt_L3; … (+804 more),"Question text, labels, logic, and value codes for w14_N",One codebook row per quantitative column.
bemp_w14_M_codebook.csv,data/raw/bemp/codebooks/bemp_w14_M_codebook.csv,codebook CSV,w14_M,in-person,migrant respondent,4523,117,w14_M_reg3,,,,,,,31,w14_M_dist_from_prev_loc; w14_M_enum4; w14_M_enum4_txt; w14_M_q103_L1; w14_M_q103_L2; w14_M_q103_L3; w14_M_q103_txt_L1; w14_M_q103_txt_L2; w14_M_q103_txt_L3; w14_M_q16; w14_M_q17; w14_M_q18; w14_M_q18_txt; w14_M_q19; w14_M_q20; w14_M_q20_txt; w14_M_q21x5; w14_M_q21x5_txt; w14_M_q21x6; w14_M_q21x6_txt; w14_M_q21x88; w14_M_q21x99; w14_M_q324; w14_M_q324_txt; w14_M_q33; w14_M_q33_txt; w14_M_q35a; w14_M_q35a_txt; w14_M_q35b; w14_M_q35b_txt; … (+1 more),1223,w14_M_q102_L1; w14_M_q102_L2; w14_M_q102_L3; w14_M_q103_L1; w14_M_q103_L2; w14_M_q103_L3; w14_M_q103_txt_L1; w14_M_q103_txt_L2; w14_M_q103_txt_L3; w14_M_q104x1; w14_M_q104x10; w14_M_q104x11; w14_M_q104x12; w14_M_q104x13; w14_M_q104x14; w14_M_q104x14_txt; w14_M_q104x2; w14_M_q104x3; w14_M_q104x4; w14_M_q104x5; w14_M_q104x6; w14_M_q104x7; w14_M_q104x8; w14_M_q104x88; w14_M_q104x9; w14_M_q104x99; w14_M_q105x1; w14_M_q105x2; w14_M_q105x3; w14_M_q111; … (+1193 more),"Question text, labels, logic, and value codes for w14_M",One codebook row per quantitative column.
bemp_w14_V_codebook.csv,data/raw/bemp/codebooks/bemp_w14_V_codebook.csv,codebook CSV,w14_V,in-person,village profile,499,115,,,w14_V_reg2,,,,,80,w14_V_q10x1; w14_V_q10x2; w14_V_q10x3; w14_V_q10x4; w14_V_q10x5; w14_V_q10x5_txt; w14_V_q11x1; w14_V_q11x1_txt; w14_V_q11x2; w14_V_q11x2_txt; w14_V_q11x3; w14_V_q11x3_txt; w14_V_q20x1; w14_V_q20x1_txt; w14_V_q20x2; w14_V_q20x2_txt; w14_V_q20x3; w14_V_q20x3_txt; w14_V_q20x4; w14_V_q20x4_txt; w14_V_q20x5; w14_V_q20x5_txt; w14_V_q20x88; w14_V_q23x1; w14_V_q23x1_txt; w14_V_q23x2; w14_V_q23x2_txt; w14_V_q23x3; w14_V_q23x3_txt; w14_V_q23x4; … (+50 more),0,,"Question text, labels, logic, and value codes for w14_V",One codebook row per quantitative column.
bemp_variable_list_full.xlsx,data/raw/bemp/metadata/bemp_variable_list_full.xlsx,metadata XLSX,cross-wave,mixed,all,7419,23,Respondent Code concordance row,not explicit,Location Number concordance row,,,,,,Cross-wave standardized titles/labels and wave-specific variable names,,Cross-wave standardized titles/labels and wave-specific variable names,Full cross-wave variable concordance,"7,419 data rows; README states 7,420."
README.md,data/raw/bemp/metadata/README.md,metadata Markdown,cross-wave,mixed,all,174,,,,,,,,,,,,,Official dataset README,
bemp_codebooks_as_csv.zip,data/raw/bemp/archives/bemp_codebooks_as_csv.zip,source ZIP archive,cross-wave,mixed,all,,,,,,,,,,,,,,Original archive (21 file entries),Preserved byte-for-byte; archive integrity tested.
bemp_quantitative_data_as_csv.zip,data/raw/bemp/archives/bemp_quantitative_data_as_csv.zip,source ZIP archive,cross-wave,mixed,all,,,,,,,,,,,,,,Original archive (20 file entries),Preserved byte-for-byte; archive integrity tested.
desktop.ini,data/raw/bemp/codebooks/desktop.ini,auxiliary OS file,,,,,,,,,,,,,,,,,Non-data Windows metadata included in source archive,Not a BEMP dataset.
